login_account,1,2,3,4
3172f33d-7a31-45e3-9312-0191bca16026,1,0,0,0
3179fc10-5eaa-4c61-b83e-0650984e65cc,2,0,0,0
31f41a47-3369-4778-90c9-20998dc8a8a2,2,0,0,0
31f5246f-ea63-44c6-8435-6ef011579eef,5,0,3,0
31fc4e9a-2492-4449-82ea-e8cca65106dc,2,0,0,0
3246bf06-6792-4920-aadb-93035f37b020,0,0,0,11
3250095c-44f9-4db0-9aa3-e84584540c75,0,0,0,11
326b5cfb-b506-4c49-b65e-deceaa79bd58,0,0,0,10
3285fc62-02eb-4197-85c8-ab67ae8cf858,2,0,2,0
3286e26c-d6f9-4e50-a936-ca3c1f11769a,1,0,1,0
32cbd565-fd5b-402b-be50-2811b05d6ad7,2,0,0,0
32d151ec-0253-4df5-9ec7-be9076a78735,1,0,0,0
32fc00dd-647c-4f48-919b-f091592beb01,2,0,0,0
330c1d99-9cac-4b5a-b781-f0db0874f2ed,1,0,0,0
334bfb77-8877-484e-834c-9b567e9d7603,0,0,0,9
3351c660-befe-4cd1-9943-798b3898fac0,1,0,0,0
33605ad4-da44-42bb-bf29-ee9050a39d10,3,0,3,0
33a96c13-a2bc-4006-b417-8a3af5460287,1,0,0,0
33eda9b4-2fe9-44ea-8db2-ad87134aea06,1,0,0,0
34365685-fc26-4845-9af2-b30a25344235,1,0,0,0
343ed998-3937-4f50-bd7a-45b6dc2502e6,0,0,0,11
34546e7a-8f02-4e4f-9750-ed8b7a36e090,2,0,0,0
346ef043-ebfa-47fe-a93f-75446f308040,0,0,0,9
3499c637-6284-4498-b552-002dc9deea6e,2,0,0,0
34b428cd-d492-49fd-af35-5a415f247100,3,0,3,0
34b591eb-2660-4f42-8422-cbb2fa856de0,1,0,0,0
34c4604d-5fe6-4104-bf84-c3bdbcd05406,0,0,0,11
34e23356-e31c-498c-9f23-d5471c68aeb0,2,0,2,0
34edfea4-017a-4f8d-b812-4b04341f062e,2,0,2,0
353bf487-aa15-4eb2-9d12-393e8774d3af,1,0,0,0
35be1655-9bfe-4168-9305-c1b6003a568c,5,0,3,0
35c86a7a-742e-4b67-913d-62c3458e519c,2,0,2,0
35ce6bd6-790a-48e3-aa78-2afc020a1256,1,0,0,0
35f6d5c4-4169-4cd3-8616-a0a4f7826589,2,0,0,0
3606fd22-ad28-4d0a-a907-1dba3e438fcb,1,0,0,0
36112860-c51c-4d0a-a2db-ab11547a5219,1,0,0,0
36519eba-7138-43df-a538-c5fdbff751e3,2,0,0,0
3651e879-3d78-4939-8a40-88d4eb3e89d5,0,0,0,11
3652ec83-ba7b-4a79-830a-008988e1726a,1,0,0,0
3673a004-fa99-43ba-b264-35d44719cdfa,2,0,0,0
3674d27c-0dec-4541-ba36-9b182f1d6045,0,0,0,9
367cd7ad-751f-46c3-aae8-e17fbe8a2002,2,0,0,0
36a5daa4-df13-4409-8e99-bcc6de8542a7,1,0,0,0
36a67760-a449-4f59-a956-d615bdd25390,1,0,0,0
36b3b724-cc70-43d8-9aa8-793d4855b10e,2,0,0,0
37313bf2-d7c8-42c6-8dd3-f140ea0146ae,3,0,3,0
373aeebf-b16c-48b6-acb7-37c2827cc0f8,0,0,0,9
37541550-8c69-4ef6-9d00-995ed33817fe,1,0,0,0
37f6ef3b-1368-4035-a192-db4fd875437a,1,0,0,0
38083c33-a29e-4d7b-b304-1b77b6fe4356,2,0,0,0
388072dc-21a9-4676-8abf-bce82a752429,1,0,0,0
389f51fa-3322-4fa5-97eb-bc503c322c10,2,0,0,0
391f13d6-c54a-42eb-8d28-8eade9a49f12,2,0,0,0
39625971-51cf-448e-a14d-4c600ec9d07d,2,0,2,0
398b287d-4b41-4b2a-b5de-cb174e86a0e1,2,0,0,0
399ab906-f16f-48d0-8d7e-ad5ab34f17bf,1,0,0,10
39a170a9-2d84-41d5-9e40-f06f954ba16a,1,0,0,0
39f32c44-6c49-439d-9711-690d85a59b15,2,0,0,0
39fa660d-dbb5-47f6-8602-5c06f11f72f7,1,0,0,0
3a0a47e2-a13f-4e05-b6aa-878f77ab60ce,2,0,0,0
3a3bd891-b163-41cd-9312-8b3470573179,0,0,0,9
3a4f5237-9250-4a64-a203-679a17b5f11b,1,0,0,0
3a62961d-848d-443f-830f-27a0179f35fb,2,0,0,0
3a897509-35ac-4501-a805-5d2d939f98b4,1,0,0,0
3b17e56f-f3f7-4047-a059-e8ff8f22d62d,2,0,0,0
3bb31a2e-17d6-435a-8bc5-c1c6e32260ff,2,0,0,0
3bfe0a80-ec7a-4a4c-aeb6-5ba5091d5fe2,3,0,3,0
3c308959-197c-40b9-9303-3e31bec3b566,2,0,0,0
3c32215c-c827-4af8-a4d1-2d8308acb488,2,0,2,0
3cbf329d-7c00-4035-8d91-871b297b82fd,1,0,1,0
3cf5f434-ef8a-428a-89fb-3ba55109ec1b,2,0,2,0
3cfcbbb9-1b9d-4eaa-90b6-6ce7d3158c94,2,0,0,0
3dbb4bec-b96b-4949-b722-fd234c13e2d7,0,0,0,11
3e2e8f7a-d2a8-48e3-a4ac-beaf2e745f28,1,0,0,0
3e5325f8-e195-4619-a6b9-866af88772bc,2,0,0,0
3e7cf77c-1244-4b07-bf1b-d8fffdaa1853,2,0,2,0
3f2cdce3-851c-42f3-b7f9-6238af0fe6bf,1,0,0,0
3f51ec25-9568-49b5-a793-770f1ac34729,1,0,0,0
3f567c35-e843-4a76-a651-7d16eb21c3c3,1,0,0,0
3fc7854b-9573-4227-82ec-ab4795fc1a7c,1,0,0,0
3fcdca9c-37b3-4466-b6ac-8dc02d486d59,1,0,0,0
3fd4c53d-003e-4abe-9c1b-e1a877babccd,2,0,0,0
402e1af7-819a-4c11-8a09-c7ff3c85e8c4,2,0,0,0
40503f41-5695-4ea2-b496-2023c0757953,1,0,0,0
40790408-65f2-408f-954d-464ff9f0d1c0,2,0,0,0
40cb81e0-44d4-4270-a9e2-7dbb3241cd62,2,0,0,0
40e9431a-0908-4216-83ee-90a8a521719d,1,0,0,0
40ed7a16-5171-4c48-932f-2811ca146845,0,0,0,9
41df85cd-a15a-4dbb-a774-f2156c6f88e9,1,0,0,0
41e4e05d-2c36-4f7d-a7cd-cf37cd15222d,2,0,2,0
41e7a610-219c-479b-8a3c-4d4674c59095,1,0,0,11
4271872c-aeeb-45c7-848e-3b7617faf7c3,1,0,1,0
430c4079-f4cd-43cc-804b-d2234ce95d74,2,0,0,0
432d3fdc-eb8c-4807-a1ec-8c4cb93ee6da,2,0,0,0
4342853f-eba2-4bc9-b3ee-a1a765cdea5a,1,0,0,0
4357d021-79a0-41ac-b3f6-fe06597d603e,2,0,0,0
437bc024-3116-4719-80a0-37aaffe5e954,1,0,0,0
43860056-afa9-485f-ab21-00fa97f8e483,2,0,0,0
439500d0-f05f-46ae-aeac-ca3afefdd8a1,0,0,0,9
43ca815f-5bff-4e22-9604-8434f5aae73b,1,0,0,0
43da613f-cffb-499b-9de3-304853653e97,1,0,0,0
43df298c-bcda-42c2-9ba1-c6d2d6dd81e0,1,0,1,0
43e15c66-87ac-4382-960a-3b586ee06210,1,0,0,0
4402eb7f-73e4-45d9-a3d8-a635438c045e,2,0,2,0
441ebfd9-1de2-4732-8e17-32f8fc35dc63,1,0,0,0
44384368-0711-4ee0-a7f1-72d731df3c5e,2,0,0,0
44a65a93-42f7-4f38-aa6d-ce85d72fa7c5,2,0,0,0
44a6c496-a6f7-4450-be6a-4e7ef556ceb9,1,0,0,0
44d63323-fa40-4be2-8cd7-d351b9b7cd51,2,0,0,0
44dd5539-d145-4685-9a6e-c6220604243e,1,0,1,0
44df7079-053a-4cd1-a25d-ab6181c218a9,1,0,1,0
450cc113-ad7c-450e-98b3-25a9ce561153,2,0,0,0
4513f976-722d-4200-8cd3-57123d37183c,2,0,0,0
45250b5e-5ab5-4268-9afd-5f5feb00a752,2,0,0,0
45533103-04b1-4ea8-a8cb-3cf3b17b76e5,1,0,0,0
45621b65-2832-477f-b149-3ff284c00780,1,0,0,0
457ee0c4-6ef1-4e76-998c-05348cd49841,2,0,0,0
45cc6729-26e4-4399-b0c6-338f4efdb314,2,0,0,0
464c4faf-66bc-4a32-81bc-f2caea568680,2,0,0,0
46668fac-9491-4ba9-9779-16012a5f3e1a,1,0,0,0
468e4e60-79d5-4194-beee-0c25647c34cb,2,0,0,0
